geo_level,geo_name,year,state_name,pct_black_alone,pct_with_health_insurance,pct_with_health_insurance_white_alone,pct_with_health_insurance_black_alone,pct_with_health_insurance_asian_alone,pct_with_health_insurance_hispanic,quartiles_pct_with_health_insurance
zcta,18059,2022,,0,97.4,98.2,,100,,Top 25% of geographies
zcta,04746,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,52658,2022,,0,97.4,97.3,,,100,Top 25% of geographies
zcta,48748,2022,,0,97.4,97.3,,100,100,Top 25% of geographies
zcta,13812,2022,,0,97.4,97.3,,,100,Top 25% of geographies
zcta,73743,2022,,0,97.4,97,,,,Top 25% of geographies
zcta,45629,2022,,3.6,97.4,97.3,,,,Top 25% of geographies
zcta,13682,2022,,0,97.4,97.3,,100,,Top 25% of geographies
zcta,52751,2022,,0,97.4,97.2,,100,100,Top 25% of geographies
zcta,50238,2022,,0,97.4,97.4,,100,100,Top 25% of geographies
zcta,42413,2022,,0.5,97.4,97.4,,100,100,Top 25% of geographies
zcta,43127,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,96090,2022,,0,97.4,97.9,,,100,Top 25% of geographies
zcta,57440,2022,,0,97.4,97.6,,,0,Top 25% of geographies
zcta,53093,2022,,0,97.4,98.8,,100,48.5,Top 25% of geographies
zcta,15956,2022,,0,97.4,97.5,,42.9,100,Top 25% of geographies
zcta,48815,2022,,0,97.4,97.8,,100,96.8,Top 25% of geographies
zcta,61369,2022,,0.9,97.4,98.2,,,92.6,Top 25% of geographies
zcta,46791,2022,,0,97.4,97.5,,,100,Top 25% of geographies
zcta,85362,2022,,0,97.4,97.3,,,100,Top 25% of geographies
zcta,50484,2022,,0,97.4,97.2,,,100,Top 25% of geographies
zcta,15482,2022,,0,97.4,97,,,,Top 25% of geographies
zcta,57016,2022,,0,97.4,97.1,,,,Top 25% of geographies
zcta,56335,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,49880,2022,,0,97.4,97.7,,100,,Top 25% of geographies
zcta,40845,2022,,0,97.4,96.9,,,,Top 25% of geographies
zcta,61928,2022,,0,97.4,97.3,,,100,Top 25% of geographies
zcta,57470,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,61316,2022,,0,97.4,97.4,,,100,Top 25% of geographies
zcta,13101,2022,,0,97.4,97.2,,,100,Top 25% of geographies
zcta,46570,2022,,0,97.4,97.4,,,100,Top 25% of geographies
zcta,17508,2022,,0,97.4,95.3,,100,100,Top 25% of geographies
zcta,48468,2022,,0,97.4,97.7,,0,62.5,Top 25% of geographies
zcta,83251,2022,,0,97.4,96.9,,,100,Top 25% of geographies
zcta,24603,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,01474,2022,,0,97.4,98.6,,,100,Top 25% of geographies
zcta,97342,2022,,0,97.4,96.9,,,100,Top 25% of geographies
zcta,96796,2022,,0,97.4,100,,100,100,Top 25% of geographies
zcta,56041,2022,,0,97.4,97.5,,33.3,100,Top 25% of geographies
zcta,61932,2022,,0,97.4,97.3,,,100,Top 25% of geographies
zcta,37165,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,26263,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,21405,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,16316,2022,,0,97.4,97.3,,100,100,Top 25% of geographies
zcta,68723,2022,,0,97.4,98.1,,100,54.5,Top 25% of geographies
zcta,64493,2022,,0,97.4,97.4,,100,,Top 25% of geographies
zcta,52225,2022,,0,97.4,97.4,,100,,Top 25% of geographies
zcta,47949,2022,,0,97.4,97.4,,,100,Top 25% of geographies
zcta,51447,2022,,0,97.4,97.4,,,100,Top 25% of geographies
zcta,11956,2022,,0,97.4,98.5,,100,86.7,Top 25% of geographies
zcta,50543,2022,,0,97.4,97.2,,100,100,Top 25% of geographies
zcta,58272,2022,,0,97.4,99,,0,100,Top 25% of geographies
zcta,50163,2022,,0,97.4,97.4,,,,Top 25% of geographies
zcta,84336,2022,,0,97.4,97.4,,,83.3,Top 25% of geographies
zcta,13614,2022,,0,97.4,97.3,,,,Top 25% of geographies
zcta,15944,2022,,0,97.4,97.5,,0,100,Top 25% of geographies
zcta,93545,2022,,0.2,97.4,97.5,,100,99.6,Top 25% of geographies
zcta,95728,2022,,0,97.4,96.9,,100,100,Top 25% of geographies
zcta,54624,2022,,0,97.4,97.4,,,100,Top 25% of geographies
zcta,24935,2022,,0,65.9,65.9,,,,Bottom 25% of geographies
zcta,25132,2022,,0,69.9,69.9,,,,Bottom 25% of geographies
zcta,17063,2022,,0,73.9,72.3,,,100,Bottom 25% of geographies
zcta,47393,2022,,0,73.9,73,,,30.9,Bottom 25% of geographies
zcta,42153,2022,,0,73.9,73.9,,,,Bottom 25% of geographies
zcta,17093,2022,,0,73.9,73.9,,,,Bottom 25% of geographies
zcta,72391,2022,,0,73.9,73.9,,,,Bottom 25% of geographies
zcta,25165,2022,,0,73.9,76.9,,,,Bottom 25% of geographies
zcta,62879,2022,,0,73.9,72.7,,,100,Bottom 25% of geographies
zcta,96111,2022,,0,73.9,73.9,,,,Bottom 25% of geographies
zcta,38241,2022,,0,77.9,78.3,,,63.6,Bottom 25% of geographies
county,"McMullen County, Texas",2022,Texas,0,77.9,77.9,,,64.8,Bottom 25% of geographies
zcta,87530,2022,,0,77.9,100,,,77.9,Bottom 25% of geographies
zcta,42044,2022,,0,77.9,77.6,,100,82.4,Bottom 25% of geographies
zcta,99153,2022,,0,81.9,80.5,,,13.1,Bottom 25% of geographies
zcta,30537,2022,,0,81.9,94.1,,3.2,60,Bottom 25% of geographies
zcta,50067,2022,,0,81.9,81,,,100,Bottom 25% of geographies
zcta,08023,2022,,0,81.9,81.9,,,,Bottom 25% of geographies
zcta,82523,2022,,0,81.9,85.6,,,55.6,Bottom 25% of geographies
zcta,43988,2022,,0,81.9,81.6,,,100,Bottom 25% of geographies
zcta,78622,2022,,0,81.9,83.6,,,80.4,Bottom 25% of geographies
zcta,78385,2022,,0,81.9,72,,100,81.3,Bottom 25% of geographies
zcta,73441,2022,,0,81.9,83,,,100,Bottom 25% of geographies
zcta,72686,2022,,0,81.9,81.9,,,,Bottom 25% of geographies
zcta,59643,2022,,0,81.9,80.6,,,100,Bottom 25% of geographies
zcta,67529,2022,,0,81.9,78.3,,,100,Bottom 25% of geographies
zcta,73730,2022,,0,81.9,82.2,,,100,Bottom 25% of geographies
zcta,78828,2022,,0,81.9,81.9,,,,Bottom 25% of geographies
zcta,53809,2022,,0,81.9,82.2,,100,56.8,Bottom 25% of geographies
county,"Crockett County, Texas",2022,Texas,0.4,81.9,82.8,,,81.5,Bottom 25% of geographies
zcta,37078,2022,,0,81.9,80.4,,,,Bottom 25% of geographies
county,"Kenedy County, Texas",2022,Texas,0,81.9,72,,100,81.3,Bottom 25% of geographies
zcta,82441,2022,,0,85.9,85.8,,,100,Bottom 25% of geographies
zcta,65605,2022,,0.1,85.9,85.5,,100,83.7,Bottom 25% of geographies
zcta,73628,2022,,0.2,85.9,88,,100,75.8,Bottom 25% of geographies
zcta,73555,2022,,13,85.9,83.6,,,,Bottom 25% of geographies
zcta,64017,2022,,0,85.9,85.5,,,80,Bottom 25% of geographies
zcta,74084,2022,,0,85.9,87.4,,,100,Bottom 25% of geographies
zcta,59821,2022,,0,85.9,89.7,,100,93.3,Bottom 25% of geographies
zcta,38876,2022,,0,85.9,85.9,,,100,Bottom 25% of geographies
zcta,51630,2022,,0,85.9,85.8,,,,Bottom 25% of geographies
zcta,87001,2022,,0,85.9,92.3,,100,93.1,Bottom 25% of geographies
zcta,93243,2022,,0,85.9,79.2,,100,100,Bottom 25% of geographies
zcta,63744,2022,,0,85.9,85.9,,,,Bottom 25% of geographies
zcta,43126,2022,,0,85.9,92,,100,34.8,Bottom 25% of geographies
zcta,26817,2022,,0,85.9,85.9,,,,Bottom 25% of geographies
zcta,47382,2022,,0,85.9,86.3,,,,Bottom 25% of geographies
zcta,35975,2022,,0,85.9,85.6,,,,Bottom 25% of geographies
zcta,87016,2022,,0,85.9,89.3,,,76.7,Bottom 25% of geographies
zcta,04010,2022,,0,85.9,87,,100,18.2,Bottom 25% of geographies
zcta,67880,2022,,0.1,85.9,86.1,,100,78.3,Bottom 25% of geographies
zcta,67355,2022,,0,85.9,88.6,,,,Bottom 25% of geographies
zcta,76432,2022,,0,85.9,84.7,,100,90.3,Bottom 25% of geographies
zcta,58646,2022,,0,85.9,85.1,,,100,Bottom 25% of geographies
zcta,32334,2022,,0,85.9,86.4,,100,100,Bottom 25% of geographies
zcta,99588,2022,,0,85.9,95.4,,100,94.7,Bottom 25% of geographies
zcta,39177,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,54537,2022,,0,89.9,90.3,,100,,26-50% of geographies
zcta,96086,2022,,0,89.9,90,,0,67.5,26-50% of geographies
zcta,57369,2022,,0,89.9,89.7,,100,100,26-50% of geographies
zcta,58018,2022,,0,89.9,98.2,,,100,26-50% of geographies
zcta,61852,2022,,0,89.9,89.5,,,,26-50% of geographies
zcta,83524,2022,,0,89.9,94,,100,88.2,26-50% of geographies
zcta,16941,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,45897,2022,,0,89.9,89.9,,,,26-50% of geographies
county,"Terrell County, Texas",2022,Texas,0,89.9,90.4,,,85.7,26-50% of geographies
zcta,98845,2022,,0,89.9,100,,,62.3,26-50% of geographies
zcta,49409,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,99722,2022,,0,89.9,100,,,,26-50% of geographies
zcta,28774,2022,,0,89.9,92.6,,0,28.6,26-50% of geographies
zcta,14060,2022,,0,89.9,88.8,,,,26-50% of geographies
zcta,85925,2022,,0,89.9,91.1,,,90.1,26-50% of geographies
zcta,56139,2022,,0,89.9,94.9,,100,56.5,26-50% of geographies
zcta,67416,2022,,0,89.9,91.7,,100,55.2,26-50% of geographies
zcta,64734,2022,,0,89.9,89.5,,,100,26-50% of geographies
zcta,88028,2022,,0,89.9,89,,,100,26-50% of geographies
zcta,84742,2022,,0,89.9,89.5,,100,,26-50% of geographies
zcta,25818,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,51053,2022,,0,89.9,98.8,,,77.2,26-50% of geographies
zcta,13327,2022,,0,89.9,89.9,,,100,26-50% of geographies
zcta,67430,2022,,0,89.9,93.8,,0,100,26-50% of geographies
zcta,22830,2022,,0,89.9,89.3,,,100,26-50% of geographies
zcta,67648,2022,,0,89.9,89.2,,100,100,26-50% of geographies
zcta,65486,2022,,0,89.9,90.3,,0,,26-50% of geographies
zcta,58335,2022,,0,89.9,100,,,,26-50% of geographies
zcta,70750,2022,,0,89.9,89.7,,,,26-50% of geographies
zcta,61466,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,15532,2022,,0,89.9,89.9,,,,26-50% of geographies
zcta,85321,2022,,0.1,89.9,90.9,,100,90.6,26-50% of geographies
zcta,88265,2022,,0,89.9,81.9,,,63.9,26-50% of geographies
zcta,68453,2022,,0,89.9,88.4,,57.1,100,26-50% of geographies
zcta,24236,2022,,0,89.9,89.8,,,100,26-50% of geographies
zcta,67853,2022,,0,89.9,90.1,,100,79.1,26-50% of geographies
zcta,60931,2022,,0,93.9,94.1,,,69.2,51-75% of geographies
zcta,97525,2022,,0,93.9,93.8,,82.4,100,51-75% of geographies
zcta,42252,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,57037,2022,,0,93.9,93.8,,,,51-75% of geographies
zcta,72932,2022,,0,93.9,93.1,,100,100,51-75% of geographies
zcta,56145,2022,,0,93.9,95.6,,28.6,83.3,51-75% of geographies
zcta,52332,2022,,0,93.9,93.7,,,100,51-75% of geographies
zcta,18347,2022,,0,93.9,93.7,,,85,51-75% of geographies
zcta,47940,2022,,0,93.9,94.2,,,86.7,51-75% of geographies
zcta,22654,2022,,0,93.9,96.7,,,100,51-75% of geographies
zcta,99655,2022,,0,93.9,95,,100,,51-75% of geographies
zcta,65082,2022,,2.7,93.9,93.8,,100,,51-75% of geographies
zcta,37046,2022,,0,93.9,96.1,,100,42.3,51-75% of geographies
zcta,03830,2022,,0,93.9,93.8,,,100,51-75% of geographies
zcta,82227,2022,,0,93.9,94.8,,,0,51-75% of geographies
zcta,56068,2022,,0,93.9,93.8,,,100,51-75% of geographies
zcta,01084,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,98856,2022,,0,93.9,94.9,,100,93,51-75% of geographies
county,"Newton County, Arkansas",2022,Arkansas,0.1,93.9,93.6,,,100,51-75% of geographies
zcta,54745,2022,,0,93.9,93.9,,0,100,51-75% of geographies
zcta,12985,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,05820,2022,,0,93.9,93.9,,,100,51-75% of geographies
zcta,56178,2022,,0,93.9,93.8,,100,72.9,51-75% of geographies
zcta,67442,2022,,0,93.9,95.7,,,100,51-75% of geographies
zcta,62442,2022,,0,93.9,93.6,,100,100,51-75% of geographies
zcta,66955,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,47384,2022,,0,93.9,93.8,,,92.3,51-75% of geographies
zcta,55926,2022,,0,93.9,94.1,,0,100,51-75% of geographies
zcta,68717,2022,,0,93.9,94.6,,,61.5,51-75% of geographies
zcta,84031,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,68813,2022,,0,93.9,94.4,,,89.8,51-75% of geographies
zcta,57323,2022,,0,93.9,93.6,,100,0,51-75% of geographies
zcta,51061,2022,,0,93.9,93.7,,100,100,51-75% of geographies
zcta,57029,2022,,0,93.9,93.4,,100,100,51-75% of geographies
zcta,56630,2022,,0.1,93.9,93.2,,,97.4,51-75% of geographies
zcta,66087,2022,,0,93.9,93.7,,,85.5,51-75% of geographies
zcta,95913,2022,,0,93.9,91.8,,,100,51-75% of geographies
zcta,59270,2022,,0,93.9,93.4,,100,92.8,51-75% of geographies
zcta,67349,2022,,0.3,93.9,94,,100,100,51-75% of geographies
zcta,50052,2022,,0,93.9,93.8,,,,51-75% of geographies
zcta,39461,2022,,0,93.9,93.7,,,,51-75% of geographies
zcta,97021,2022,,0,93.9,93.7,,,100,51-75% of geographies
zcta,80814,2022,,0,93.9,93,,100,100,51-75% of geographies
zcta,48465,2022,,0,93.9,93.8,,,100,51-75% of geographies
zcta,96716,2022,,0,93.9,95.2,,95.7,100,51-75% of geographies
zcta,87538,2022,,0,93.9,100,,,100,51-75% of geographies
zcta,47993,2022,,0,93.9,94.9,,35,100,51-75% of geographies
zcta,83542,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,69351,2022,,0,93.9,93.1,,100,,51-75% of geographies
zcta,14859,2022,,0,93.9,93.7,,,100,51-75% of geographies
zcta,40935,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,56676,2022,,0,93.9,96,,,32.4,51-75% of geographies
zcta,51029,2022,,0,93.9,95.4,,100,37.5,51-75% of geographies
zcta,46737,2022,,0,93.9,94.8,,100,74.1,51-75% of geographies
zcta,04858,2022,,0,93.9,93.8,,,100,51-75% of geographies
county,"Huerfano County, Colorado",2022,Colorado,0,93.9,93.3,,100,89.9,51-75% of geographies
zcta,84636,2022,,0,93.9,94.5,,,100,51-75% of geographies
zcta,44849,2022,,0,93.9,93.8,,,91.7,51-75% of geographies
zcta,02839,2022,,0,93.9,93.4,,100,100,51-75% of geographies
zcta,56523,2022,,0,93.9,93.5,,,90,51-75% of geographies
zcta,48003,2022,,0,93.9,94.8,,100,80,51-75% of geographies
zcta,47860,2022,,0,93.9,93.7,,,,51-75% of geographies
zcta,49710,2022,,0,93.9,92.3,,,100,51-75% of geographies
zcta,62667,2022,,0,93.9,93.9,,,100,51-75% of geographies
county,"Morrill County, Nebraska",2022,Nebraska,0.1,93.9,94.1,,100,91.7,51-75% of geographies
zcta,49838,2022,,0,93.9,93.8,,,,51-75% of geographies
zcta,72121,2022,,0,93.9,93.5,,100,,51-75% of geographies
zcta,56661,2022,,0,93.9,95.1,,91.9,100,51-75% of geographies
zcta,82214,2022,,0.3,93.9,99.3,,,39.5,51-75% of geographies
zcta,84756,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,55749,2022,,0,93.9,96,,,53.8,51-75% of geographies
zcta,95456,2022,,0,93.9,94.8,,100,87.8,51-75% of geographies
zcta,04410,2022,,0,93.9,93.7,,,0,51-75% of geographies
zcta,42027,2022,,0,93.9,96.2,,44.4,0,51-75% of geographies
zcta,05358,2022,,0,93.9,93.6,,100,0,51-75% of geographies
zcta,50165,2022,,0,93.9,93.9,,,,51-75% of geographies
zcta,05732,2022,,0,93.9,93.7,,,,51-75% of geographies
zcta,57446,2022,,0,93.9,97.3,,0,100,51-75% of geographies
zcta,05352,2022,,0,97.9,97.8,,100,100,Top 25% of geographies
zcta,57021,2022,,0,97.9,97.7,,100,,Top 25% of geographies
zcta,06282,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,24315,2022,,5.2,97.9,97.8,,100,100,Top 25% of geographies
zcta,52255,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,16131,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,79528,2022,,0.4,97.9,97.6,,,94.7,Top 25% of geographies
zcta,52327,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,21538,2022,,0,97.9,98,,,96,Top 25% of geographies
zcta,62674,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,53922,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,33109,2022,,0,97.9,97.8,,100,0,Top 25% of geographies
zcta,05086,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,82222,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,04221,2022,,0,97.9,99,,100,33.3,Top 25% of geographies
zcta,50439,2022,,0,97.9,97.9,,,81.8,Top 25% of geographies
zcta,49449,2022,,0,97.9,97.8,,100,100,Top 25% of geographies
zcta,03245,2022,,0,97.9,97.8,,100,100,Top 25% of geographies
zcta,15841,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,12821,2022,,48.2,97.9,97.8,,,,Top 25% of geographies
zcta,51526,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,14777,2022,,0,97.9,97.7,,100,100,Top 25% of geographies
zcta,68041,2022,,0,97.9,98,,,100,Top 25% of geographies
county,"Mora County, New Mexico",2022,New Mexico,0,97.9,98.1,,,97.5,Top 25% of geographies
zcta,62510,2022,,0.1,97.9,98,,,100,Top 25% of geographies
zcta,16861,2022,,0,97.9,97.7,,100,,Top 25% of geographies
zcta,05456,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,50630,2022,,0,97.9,98.8,,100,100,Top 25% of geographies
zcta,15321,2022,,0,97.9,98.4,,100,,Top 25% of geographies
zcta,58448,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,61336,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,45773,2022,,0,97.9,100,,,,Top 25% of geographies
zcta,51555,2022,,0,97.9,97.7,,100,100,Top 25% of geographies
zcta,62351,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,58317,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,06422,2022,,0.1,97.9,97.8,,100,100,Top 25% of geographies
zcta,56349,2022,,0,97.9,97.8,,100,100,Top 25% of geographies
zcta,80624,2022,,0,97.9,97.7,,,100,Top 25% of geographies
zcta,49950,2022,,0,97.9,97.7,,,100,Top 25% of geographies
zcta,63454,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,28577,2022,,10.9,97.9,97.9,,,100,Top 25% of geographies
zcta,51561,2022,,0,97.9,97.9,,100,100,Top 25% of geographies
zcta,56028,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,63747,2022,,0,97.9,97.8,,,,Top 25% of geographies
zcta,40060,2022,,0,97.9,97.8,,,,Top 25% of geographies
zcta,06256,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,13424,2022,,5,97.9,98.1,,100,88.5,Top 25% of geographies
zcta,52039,2022,,0,97.9,97.8,,100,,Top 25% of geographies
zcta,15828,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,50585,2022,,0,97.9,98.6,,,91.3,Top 25% of geographies
zcta,03751,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,24076,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,87056,2022,,0,97.9,97.6,,100,100,Top 25% of geographies
zcta,18070,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,51455,2022,,0,97.9,98.1,,100,100,Top 25% of geographies
zcta,13116,2022,,0,97.9,97.6,,100,100,Top 25% of geographies
zcta,68344,2022,,0,97.9,98.1,,100,100,Top 25% of geographies
zcta,14754,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,54940,2022,,0,97.9,97.8,,100,98.7,Top 25% of geographies
zcta,50598,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,49818,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,61526,2022,,0,97.9,97.6,,100,,Top 25% of geographies
zcta,16734,2022,,0,97.9,97.9,,,,Top 25% of geographies
county,"Henderson County, Illinois",2022,Illinois,0.2,97.9,97.8,,,100,Top 25% of geographies
zcta,68792,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,25049,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,56113,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,56253,2022,,0,97.9,97.8,,100,100,Top 25% of geographies
zcta,41513,2022,,0,97.9,97.9,,,,Top 25% of geographies
zcta,51543,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,56114,2022,,0,97.9,97.9,,,100,Top 25% of geographies
zcta,99036,2022,,0,97.9,98.1,,,77.8,Top 25% of geographies
zcta,05473,2022,,0,97.9,97.8,,100,64.7,Top 25% of geographies
zcta,43407,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,67149,2022,,0,97.9,97.7,,,100,Top 25% of geographies
zcta,60928,2022,,0,97.9,97.8,,,100,Top 25% of geographies
zcta,85544,2022,,0,97.9,98.5,,100,85.3,Top 25% of geographies
zcta,54888,2022,,0,97.9,98.4,,,100,Top 25% of geographies
zcta,64474,2022,,0,97.9,98.4,,100,88.6,Top 25% of geographies
zcta,43733,2022,,0,17.6,17.6,,,,Bottom 25% of geographies
zcta,62850,2022,,0,19.6,19.6,,,,Bottom 25% of geographies
zcta,69335,2022,,0,27.6,20.8,,,,Bottom 25% of geographies
zcta,99605,2022,,0,28.6,43.3,,,,Bottom 25% of geographies
zcta,57794,2022,,0,28.6,,,,0,Bottom 25% of geographies
zcta,96126,2022,,0,35.2,98.7,,,12.5,Bottom 25% of geographies
zcta,14842,2022,,0,39.2,39.2,,,,Bottom 25% of geographies
zcta,36568,2022,,0,41.2,41.2,,,,Bottom 25% of geographies
zcta,38723,2022,,0,51.2,51.2,,,,Bottom 25% of geographies
county,"Oglala Lakota County, South Dakota",2022,South Dakota,0.1,57.2,88,,,78.2,Bottom 25% of geographies
zcta,64688,2022,,0,57.2,55.8,,100,100,Bottom 25% of geographies
zcta,37376,2022,,0,59.2,58.3,,,100,Bottom 25% of geographies
zcta,43340,2022,,0,59.2,58.5,,100,100,Bottom 25% of geographies
zcta,67143,2022,,0,61.2,60,,,20,Bottom 25% of geographies
zcta,25879,2022,,0,61.2,61.2,,,,Bottom 25% of geographies
zcta,59546,2022,,0,61.2,60.9,,,,Bottom 25% of geographies
zcta,85371,2022,,0,61.2,12.5,,,97.5,Bottom 25% of geographies
zcta,79053,2022,,0,63.2,66.2,,,37,Bottom 25% of geographies
zcta,93517,2022,,3.9,63.2,88.4,,,19.2,Bottom 25% of geographies
zcta,64750,2022,,0,63.2,62.4,,,100,Bottom 25% of geographies
zcta,13633,2022,,0,66.4,64.6,,,,Bottom 25% of geographies
zcta,77585,2022,,0,66.4,68.1,,,100,Bottom 25% of geographies
zcta,16860,2022,,0,70.4,64.3,,,100,Bottom 25% of geographies
zcta,13680,2022,,0,70.4,70.1,,100,100,Bottom 25% of geographies
zcta,99321,2022,,0,70.4,100,,,63.2,Bottom 25% of geographies
zcta,74837,2022,,0,74.4,84.8,,,20,Bottom 25% of geographies
zcta,19507,2022,,0,74.4,74.1,,100,100,Bottom 25% of geographies
zcta,53192,2022,,0,74.4,74.4,,,,Bottom 25% of geographies
zcta,79852,2022,,0,74.4,94,,,19.9,Bottom 25% of geographies
zcta,51637,2022,,0,74.4,74.2,,,,Bottom 25% of geographies
zcta,17060,2022,,0,78.4,78.2,,100,40,Bottom 25% of geographies
zcta,60557,2022,,0,78.4,78.4,,,,Bottom 25% of geographies
zcta,82327,2022,,0,78.4,75.9,,,97,Bottom 25% of geographies
zcta,99754,2022,,0,78.4,,,,,Bottom 25% of geographies
zcta,87034,2022,,0,78.4,81.8,,,65.8,Bottom 25% of geographies
zcta,79018,2022,,0,78.4,77.2,,100,100,Bottom 25% of geographies
zcta,17244,2022,,0,78.4,80.1,,0,50,Bottom 25% of geographies
zcta,63751,2022,,0,78.4,78,,100,100,Bottom 25% of geographies
zcta,64790,2022,,0,78.4,79,,,50,Bottom 25% of geographies
zcta,61729,2022,,0,78.4,76.6,,20,,Bottom 25% of geographies
zcta,15448,2022,,0,78.4,78.4,,,,Bottom 25% of geographies
zcta,43986,2022,,0,82.4,83.3,,,100,Bottom 25% of geographies
zcta,14462,2022,,0,82.4,80.1,,,100,Bottom 25% of geographies
zcta,56160,2022,,0,82.4,81.9,,,87.5,Bottom 25% of geographies
zcta,24220,2022,,0,82.4,83.1,,,30.8,Bottom 25% of geographies
zcta,59212,2022,,0,82.4,77.3,,100,50,Bottom 25% of geographies
zcta,74457,2022,,0,82.4,85.9,,,,Bottom 25% of geographies
zcta,99756,2022,,0,82.4,100,,,,Bottom 25% of geographies
zcta,49745,2022,,0,82.4,88.3,,,50,Bottom 25% of geographies
zcta,13623,2022,,0,82.4,82.4,,,,Bottom 25% of geographies
zcta,66863,2022,,0,82.4,82.4,,,,Bottom 25% of geographies
zcta,47337,2022,,0,82.4,83.2,,,50,Bottom 25% of geographies
zcta,98821,2022,,0,82.4,77.6,,,100,Bottom 25% of geographies
zcta,62570,2022,,0,82.4,82.4,,,88.7,Bottom 25% of geographies
zcta,33960,2022,,0,82.4,80.2,,,83.4,Bottom 25% of geographies
zcta,65570,2022,,0,82.4,81,,,100,Bottom 25% of geographies
zcta,67553,2022,,0,86.4,89,,,0,Bottom 25% of geographies
zcta,57213,2022,,0,86.4,85.1,,,40,Bottom 25% of geographies
zcta,26763,2022,,0,86.4,84.8,,,,Bottom 25% of geographies
zcta,63943,2022,,0,86.4,89.7,,,,Bottom 25% of geographies
zcta,47263,2022,,0,86.4,84.3,,,53.3,Bottom 25% of geographies
zcta,67552,2022,,0,86.4,88.1,,100,74.7,Bottom 25% of geographies
zcta,57381,2022,,0,86.4,86.2,,,100,Bottom 25% of geographies
zcta,47431,2022,,0,86.4,85.9,,,100,Bottom 25% of geographies
zcta,54616,2022,,0,86.4,85.6,,,100,Bottom 25% of geographies
county,"Kinney County, Texas",2022,Texas,0,86.4,85,,,88.3,Bottom 25% of geographies
zcta,62543,2022,,0,86.4,93.8,,100,,Bottom 25% of geographies
zcta,63565,2022,,0.3,86.4,86.7,,,55.3,Bottom 25% of geographies
zcta,63964,2022,,0,86.4,86,,,100,Bottom 25% of geographies
zcta,65733,2022,,0,86.4,86.1,,100,100,Bottom 25% of geographies
zcta,50628,2022,,0,86.4,86.1,,,100,Bottom 25% of geographies
zcta,35542,2022,,0,86.4,85.4,,,,Bottom 25% of geographies
zcta,68330,2022,,0,86.4,85.7,,,,Bottom 25% of geographies
zcta,26671,2022,,0,86.4,86.4,,,,Bottom 25% of geographies
zcta,40009,2022,,0,86.4,85.1,,,100,Bottom 25% of geographies
